"""Munic¡pio"";""Eletivo"";""Urgˆncia"";""Acidente no local trabalho ou a servi‡o da empresa"";""Acidente no trajeto para o trabalho"";""Outros tipos de acidente de trƒnsito"";""Outros tipos lesäes/envenenament(agent.fis./quim.)"";""Informa‡Æo inexistente  (BPA-C)"";""Car ter de atendimento nÆo informado"";""Total"""
"""241330 SERRA DE SAO BENTO"";470;-;-;-;-;-;51380;-;51850"
"""241335 SERRA DO MEL"";13400;-;-;-;-;-;160436;-;173836"
"""241340 SERRA NEGRA DO NORTE"";3148;-;-;-;-;-;87693;-;90841"
"""241350 SERRINHA"";510;-;-;-;-;-;74206;-;74716"
"""241355 SERRINHA DOS PINTOS"";349;-;1;-;-;-;25026;-;25376"
"""241360 SEVERIANO MELO"";1393;2;-;-;-;-;12101;-;13496"
"""241370 SITIO NOVO"";296;-;-;-;-;-;79559;-;79855"
"""241380 TABOLEIRO GRANDE"";1081;-;-;-;-;-;20617;-;21698"
"""241390 TAIPU"";331;-;-;-;-;-;118685;-;119016"
"""241400 TANGARA"";340;-;-;-;-;-;171170;-;171510"
"""241410 TENENTE ANANIAS"";1276;-;-;-;-;-;100678;-;101954"
"""241415 TENENTE LAURENTINO CRUZ"";197;3;-;-;-;-;51120;-;51320"
"""241420 TIBAU DO SUL"";482;-;-;-;-;-;311364;-;311846"
"""241430 TIMBAUBA DOS BATISTAS"";1317;-;-;-;-;-;11630;-;12947"
"""241440 TOUROS"";3050;-;-;-;-;-;318289;-;321339"
"""241445 TRIUNFO POTIGUAR"";690;-;-;-;-;-;54825;-;55515"
"""241450 UMARIZAL"";2241;-;-;-;-;-;108572;-;110813"
"""241460 UPANEMA"";6597;-;-;-;-;-;125837;-;132434"
"""241470 VARZEA"";383;-;-;-;-;-;24717;-;25100"
"""241475 VENHA-VER"";840;-;-;-;-;-;67027;-;67867"
"""241480 VERA CRUZ"";3940;-;-;-;-;-;260416;-;264356"
"""241490 VICOSA"";708;-;-;-;-;-;13181;-;13889"
"""241500 VILA FLOR"";-;-;-;-;-;-;84060;-;84060"
"""250010 AGUA BRANCA"";696;18181;27;-;-;1;68947;-;87852"
"""250020 AGUIAR"";2391;2;-;2;-;-;45721;-;48116"
"""250030 ALAGOA GRANDE"";15838;627;-;6;-;-;222792;-;239263"
"""250040 ALAGOA NOVA"";5851;-;-;-;-;-;77194;-;83045"
"""250050 ALAGOINHA"";3849;-;-;-;-;-;49761;-;53610"
"""250053 ALCANTIL"";4677;-;-;-;-;-;16456;-;21133"
"""250057 ALGODAO DE JANDAIRA"";1392;-;-;-;-;-;12211;-;13603"
"""250060 ALHANDRA"";20327;51937;6;3;-;-;234136;-;306409"
"""250070 SAO JOAO DO RIO DO PEIXE"";21858;212;-;-;-;-;114745;-;136815"
"""250073 AMPARO"";99;-;-;-;-;-;5807;-;5906"
"""250077 APARECIDA"";997;-;-;-;-;-;26347;-;27344"
"""250080 ARACAGI"";5330;-;-;-;-;-;135723;-;141053"
"""250090 ARARA"";2452;1799;-;-;-;-;58752;-;63003"
"""250100 ARARUNA"";5538;-;-;-;-;-;104063;-;109601"
"""250110 AREIA"";25512;27;2;8;4;-;202350;-;227903"
"""250115 AREIA DE BARAUNAS"";345;-;-;-;-;-;3121;-;3466"
"""250120 AREIAL"";746;-;-;-;-;-;21115;-;21861"
"""250130 AROEIRAS"";12856;1;-;1;-;-;184326;-;197184"
"""250135 ASSUNCAO"";4874;-;2;-;-;-;5268;-;10144"
"""250140 BAIA DA TRAICAO"";12364;-;-;-;-;-;35878;-;48242"
"""250150 BANANEIRAS"";35381;1;-;-;-;-;451053;-;486435"
"""250153 BARAUNA"";2007;-;-;-;-;-;26543;-;28550"
"""250157 BARRA DE SANTANA"";8573;-;-;-;-;-;28916;-;37489"
"""250160 BARRA DE SANTA ROSA"";6314;-;-;-;-;-;35379;-;41693"
"""250170 BARRA DE SAO MIGUEL"";3479;15;-;-;-;-;7085;-;10579"
"""250180 BAYEUX"";20346;73367;21;8;-;-;519247;-;612989"
"""250190 BELEM"";15733;649;-;-;-;-;159247;-;175629"
"""250200 BELEM DO BREJO DO CRUZ"";79;315;-;-;-;-;30246;-;30640"
"""250205 BERNARDINO BATISTA"";1415;-;-;-;-;-;33455;-;34870"
"""250210 BOA VENTURA"";1903;-;-;-;-;-;8734;-;10637"
"""250215 BOA VISTA"";978;-;1;-;-;-;58871;-;59850"
"""250220 BOM JESUS"";6007;1;-;-;-;-;22259;-;28267"
"""250230 BOM SUCESSO"";5588;-;-;-;-;-;23412;-;29000"
"""250240 BONITO DE SANTA FE"";76903;37277;-;-;-;-;3114;-;117294"
"""250250 BOQUEIRAO"";31301;4680;-;2;3;1;183587;-;219574"
"""250260 IGARACY"";3482;-;-;-;-;-;45910;-;49392"
"""250270 BORBOREMA"";168;-;-;-;-;-;122;-;290"
"""250280 BREJO DO CRUZ"";18403;-;-;-;-;-;186002;-;204405"
"""250290 BREJO DOS SANTOS"";1611;14;-;-;-;-;27984;-;29609"
"""250300 CAAPORA"";9104;-;-;-;-;-;258568;-;267672"
"""250310 CABACEIRAS"";3923;5;-;-;-;-;23442;-;27370"
"""250320 CABEDELO"";61711;2294;1;1;1;-;721450;-;785458"
"""250330 CACHOEIRA DOS INDIOS"";7536;-;-;1;-;-;31241;-;38778"
"""250340 CACIMBA DE AREIA"";8020;8;-;-;-;-;1316;-;9344"
"""250350 CACIMBA DE DENTRO"";5594;195;-;-;-;-;77540;-;83329"
"""250355 CACIMBAS"";2190;3;-;-;-;-;1833;-;4026"
"""250360 CAICARA"";2318;-;-;-;-;-;43105;-;45423"
"""250370 CAJAZEIRAS"";136075;8349;-;6;-;-;722451;-;866881"
"""250375 CAJAZEIRINHAS"";8757;2;-;-;-;-;11714;-;20473"
"""250380 CALDAS BRANDAO"";2267;-;-;-;-;-;38155;-;40422"
"""250390 CAMALAU"";6085;1;-;-;-;-;38892;-;44978"
"""250400 CAMPINA GRANDE"";8262552;1316492;57;237;6;9;1226081;-;10805434"
"""250403 CAPIM"";565;-;-;-;-;-;20630;-;21195"
"""250407 CARAUBAS"";1647;-;-;-;-;-;4604;-;6251"
"""250410 CARRAPATEIRA"";585;2;-;-;-;-;15178;-;15765"
"""250415 CASSERENGUE"";4337;-;-;-;-;-;1199;-;5536"
"""250420 CATINGUEIRA"";1157;-;-;-;-;-;5935;-;7092"
"""250430 CATOLE DO ROCHA"";74541;432;3;1;-;-;376645;-;451622"
"""250435 CATURITE"";2375;2;-;1;-;-;44773;-;47151"
"""250440 CONCEICAO"";13672;2;2;-;-;-;98655;-;112331"
"""250450 CONDADO"";4786;137;1;-;-;-;8406;-;13330"
"""250460 CONDE"";118338;28182;2;-;-;-;235768;-;382290"
"""250470 CONGO"";7003;-;-;-;-;-;31651;-;38654"
"""250480 COREMAS"";32892;986;2;-;-;-;74572;-;108452"
"""250485 COXIXOLA"";1351;-;-;-;-;-;12135;-;13486"
"""250490 CRUZ DO ESPIRITO SANTO"";2307;-;-;-;-;-;117481;-;119788"
"""250510 CUITE"";25407;-;2;-;-;-;114956;-;140365"
"""250520 CUITEGI"";2345;-;1;-;-;-;2690;-;5036"
"""250523 CUITE DE MAMANGUAPE"";1719;-;-;-;-;-;16211;-;17930"
"""250527 CURRAL DE CIMA"";4636;1;-;-;-;-;35360;-;39997"
"""250530 CURRAL VELHO"";459;-;-;-;-;-;1266;-;1725"
"""250535 DAMIAO"";596;-;-;-;-;-;326;-;922"
"""250540 DESTERRO"";10708;-;-;-;-;-;25256;-;35964"
"""250550 VISTA SERRANA"";9040;7;-;-;-;-;4034;-;13081"
"""250560 DIAMANTE"";2750;360;-;-;-;-;17872;-;20982"
"""250570 DONA INES"";7751;2;-;-;-;-;110811;-;118564"
"""250580 DUAS ESTRADAS"";2087;-;-;-;-;-;519;-;2606"
"""250590 EMAS"";514;-;-;-;-;-;20024;-;20538"
"""250600 ESPERANCA"";21997;1884;6;-;-;-;299469;-;323356"
"""250610 FAGUNDES"";2781;2;-;-;-;-;3906;-;6689"
"""250620 FREI MARTINHO"";1237;-;-;-;-;-;40730;-;41967"
"""250625 GADO BRAVO"";1168;-;-;-;-;-;21709;-;22877"
"""250630 GUARABIRA"";152309;16863;1;-;1;-;752098;-;921272"
"""250640 GURINHEM"";591;120459;-;-;-;-;14119;-;135169"
"""250650 GURJAO"";982;-;-;-;-;-;27878;-;28860"
"""250660 IBIARA"";8237;1;-;-;-;-;13340;-;21578"
"""250670 IMACULADA"";957;-;-;-;-;-;73337;-;74294"
"""250680 INGA"";10143;226430;-;-;-;-;37589;-;274162"
"""250690 ITABAIANA"";17406;1;1;3;-;-;342698;-;360109"
"""250700 ITAPORANGA"";12059;864;-;-;-;-;184760;-;197683"
"""250710 ITAPOROROCA"";8322;17;-;-;-;-;97630;-;105969"
"""250720 ITATUBA"";5842;7303;-;-;-;-;24072;-;37217"
"""250730 JACARAU"";5832;23;-;-;-;-;70662;-;76517"
"""250740 JERICO"";27806;-;-;-;-;27;133458;-;161291"
"""250750 JOAO PESSOA"";24967354;210366;2145;1624;3;9;17615711;-;42797212"
"""250770 JUAZEIRINHO"";9935;-;-;-;-;-;92684;-;102619"
"""250780 JUNCO DO SERIDO"";3775;30;-;4;-;-;448971;-;452780"
"""250790 JURIPIRANGA"";9629;-;-;-;-;-;158003;-;167632"
"""250800 JURU"";16525;-;-;-;-;-;55089;-;71614"
"""250810 LAGOA"";754;-;-;-;-;-;13476;-;14230"
"""250820 LAGOA DE DENTRO"";662;550;-;-;-;-;73509;-;74721"
"""250830 LAGOA SECA"";8278;155;-;-;-;-;168639;-;177072"
"""250840 LASTRO"";738;10;1;-;-;-;20744;-;21493"
"""250850 LIVRAMENTO"";2038;-;-;-;-;-;504;-;2542"
"""250855 LOGRADOURO"";583;-;-;-;-;-;889036;-;889619"
"""250860 LUCENA"";1183;5;1;-;-;-;105163;-;106352"
"""250870 MAE D'AGUA"";407;-;-;-;-;-;8881;-;9288"
"""250880 MALTA"";3482;2;-;-;-;-;1579;-;5063"
"""250890 MAMANGUAPE"";70958;81728;2;1;-;-;264595;-;417284"
"""250900 MANAIRA"";8771;-;-;-;-;-;95147;-;103918"
"""250905 MARCACAO"";2510;-;-;-;-;-;22595;-;25105"
"""250910 MARI"";3539;1035;31;-;-;-;407291;-;411896"
"""250915 MARIZOPOLIS"";260;-;-;-;-;-;249;-;509"
"""250920 MASSARANDUBA"";5923;1;-;-;-;-;72129;-;78053"
"""250930 MATARACA"";6379;8;-;-;-;-;93198;-;99585"
"""250933 MATINHAS"";2683;-;-;-;-;-;31377;-;34060"
"""250937 MATO GROSSO"";407;-;-;-;-;-;4324;-;4731"
"""250939 MATUREIA"";4047;-;-;-;-;-;847;-;4894"
"""250940 MOGEIRO"";8029;3;-;-;-;-;107895;-;115927"
"""250950 MONTADAS"";1400;-;-;-;-;-;25372;-;26772"
"""250960 MONTE HOREBE"";696;-;-;-;-;-;12504;-;13200"
"""250970 MONTEIRO"";105272;231707;11;-;2;-;283506;-;620498"
"""250980 MULUNGU"";5499;2758;-;-;-;-;17090;-;25347"
"""250990 NATUBA"";9217;2;4;6;4;-;42186;-;51419"
"""251000 NAZAREZINHO"";571;-;-;-;-;-;10929;-;11500"
"""251020 NOVA OLINDA"";1859;-;-;-;-;-;10563;-;12422"
"""251030 NOVA PALMEIRA"";337;-;-;-;-;-;12696;-;13033"
"""251040 OLHO D'AGUA"";1936;-;-;-;-;-;2958;-;4894"
"""251050 OLIVEDOS"";1303;-;-;-;-;-;21358;-;22661"
"""251060 OURO VELHO"";5049;-;-;-;-;-;38011;-;43060"
"""251065 PARARI"";4520;-;-;-;-;-;20744;-;25264"
"""251070 PASSAGEM"";1726;1;1;-;-;-;3598;-;5326"
"""251080 PATOS"";294060;41363;6;1;-;7;1471265;-;1806702"
"""251090 PAULISTA"";2197;452;-;-;-;-;85009;-;87658"
"""251100 PEDRA BRANCA"";1113;-;-;-;-;-;17379;-;18492"
"""251110 PEDRA LAVRADA"";5845;-;-;-;-;-;42414;-;48259"
"""251120 PEDRAS DE FOGO"";55063;1106;-;4;-;-;452481;-;508654"
"""251130 PIANCO"";80450;80987;9;16;-;-;501990;-;663452"
"""251140 PICUI"";65844;40;5;-;-;-;257400;-;323289"
"""251150 PILAR"";12399;5;-;2;-;-;123227;-;135633"
"""251160 PILOES"";403;243;1;-;-;-;1378;-;2025"
"""251170 PILOEZINHOS"";1031;-;-;-;-;-;48710;-;49741"
"""251180 PIRPIRITUBA"";1059;70;-;-;-;-;47802;-;48931"
"""251190 PITIMBU"";22174;37;-;-;-;-;149435;-;171646"
"""251200 POCINHOS"";12937;-;6;-;-;-;82760;-;95703"
"""251203 POCO DANTAS"";18660;29;-;-;-;-;13483;-;32172"
"""251207 POCO DE JOSE DE MOURA"";3085;-;-;-;-;-;20095;-;23180"
"""251210 POMBAL"";219884;127267;2;1;-;-;383253;-;730407"
"""251220 PRATA"";6083;2;-;-;-;-;10984;-;17069"
"""251230 PRINCESA ISABEL"";160063;4486;21;-;218;-;404472;-;569260"
"""251240 PUXINANA"";8631;-;-;-;-;-;49508;-;58139"
"""251250 QUEIMADAS"";42949;1432;3;-;-;-;505314;-;549698"
"""251260 QUIXABA"";316;-;-;-;-;-;591;-;907"
"""251270 REMIGIO"";5285;4;-;-;-;-;147731;-;153020"
"""251272 PEDRO REGIS"";3451;618;-;-;-;-;110621;-;114690"
"""251274 RIACHAO"";959;-;-;-;-;-;9695;-;10654"
"""251275 RIACHAO DO BACAMARTE"";-;-;-;-;-;-;1906;-;1906"
"""251276 RIACHAO DO POCO"";1204;-;-;-;-;-;1508;-;2712"
"""251278 RIACHO DE SANTO ANTONIO"";778;-;-;-;-;-;371697;-;372475"
"""251280 RIACHO DOS CAVALOS"";1028;33;-;-;-;-;13976;-;15037"
"""251290 RIO TINTO"";71779;10507;-;-;-;1;203826;-;286113"
"""251300 SALGADINHO"";1585;-;-;-;-;-;2961;-;4546"
"""251310 SALGADO DE SAO FELIX"";7530;-;-;-;-;-;59731;-;67261"
"""251315 SANTA CECILIA"";4879;31;-;2;-;-;8368;-;13280"
"""251320 SANTA CRUZ"";2663;-;-;-;-;-;25029;-;27692"
"""251330 SANTA HELENA"";2349;1;-;-;-;-;27477;-;29827"
"""251335 SANTA INES"";2089;-;-;-;-;-;34750;-;36839"
"""251340 SANTA LUZIA"";24681;38;-;-;-;-;453108;-;477827"
"""251350 SANTANA DE MANGUEIRA"";320;-;-;-;-;-;14817;-;15137"
"""251360 SANTANA DOS GARROTES"";5614;3;-;-;-;-;16287;-;21904"
"""251365 JOCA CLAUDINO"";951;1;-;2;-;-;9597;-;10551"
"""251370 SANTA RITA"";418039;240069;30;7;5;7;875780;-;1533937"
"""251380 SANTA TERESINHA"";2582;-;-;-;-;-;7388;-;9970"
"""251385 SANTO ANDRE"";3853;-;-;-;-;-;16495;-;20348"
"""251390 SAO BENTO"";33462;52;7;-;-;-;171063;-;204584"
"""251392 SAO BENTINHO"";5600;-;-;-;-;-;33056;-;38656"
"""251394 SAO DOMINGOS DO CARIRI"";2665;-;-;1;-;-;27280;-;29946"
"""251396 SAO DOMINGOS"";131;-;-;-;-;-;9649;-;9780"
"""251398 SAO FRANCISCO"";3333;1;-;-;-;-;34776;-;38110"
"""251400 SAO JOAO DO CARIRI"";2285;-;-;-;-;-;20983;-;23268"
"""251410 SAO JOAO DO TIGRE"";1400;-;-;-;-;-;15534;-;16934"
"""251420 SAO JOSE DA LAGOA TAPADA"";1156;-;-;-;-;-;15494;-;16650"
"""251430 SAO JOSE DE CAIANA"";2706;1;3;-;-;-;8807;-;11517"
"""251440 SAO JOSE DE ESPINHARAS"";2151;-;-;-;-;-;12513;-;14664"
"""251445 SAO JOSE DOS RAMOS"";7714;2;-;6;-;-;24911;-;32633"
"""251450 SAO JOSE DE PIRANHAS"";5666;5;-;-;-;-;119266;-;124937"
"""251455 SAO JOSE DE PRINCESA"";771;4;-;-;-;-;8470;-;9245"
"""251460 SAO JOSE DO BONFIM"";-;-;-;-;-;-;573;-;573"
"""251465 SAO JOSE DO BREJO DO CRUZ"";518;-;-;-;-;-;5366;-;5884"
"""251470 SAO JOSE DO SABUGI"";7443;4;-;-;-;-;23027;-;30474"
"""251480 SAO JOSE DOS CORDEIROS"";1211;2;-;-;-;-;20507;-;21720"
"""251490 SAO MAMEDE"";15373;142;-;-;-;-;11871;-;27386"
"""251500 SAO MIGUEL DE TAIPU"";2204;-;-;-;-;-;53801;-;56005"
"""251510 SAO SEBASTIAO DE LAGOA DE ROCA"";2267;-;-;-;-;-;56964;-;59231"
"""251520 SAO SEBASTIAO DO UMBUZEIRO"";273;-;-;-;-;-;6784;-;7057"
"""251530 SAPE"";54662;273;-;-;-;-;581791;-;636726"
"""251540 SAO VICENTE DO SERIDO"";3203;-;-;-;-;-;30742;-;33945"
"""251550 SERRA BRANCA"";6857;21;-;-;-;-;75522;-;82400"
"""251560 SERRA DA RAIZ"";1461;-;-;-;-;-;2678;-;4139"
"""251570 SERRA GRANDE"";904;1;-;-;-;-;14234;-;15139"
"""251580 SERRA REDONDA"";6733;1;-;-;-;-;457732;-;464466"
"""251590 SERRARIA"";847;1910;-;-;-;-;116171;-;118928"
"""251593 SERTAOZINHO"";3965;2;4;1;-;-;104;-;4076"
"""251597 SOBRADO"";9345;-;-;-;-;-;8083;-;17428"
"""251600 SOLANEA"";13297;1;-;-;-;-;180403;-;193701"
"""251610 SOLEDADE"";7264;-;-;-;-;-;87266;-;94530"
"""251615 SOSSEGO"";430;-;-;-;-;-;14009;-;14439"
"""251620 SOUSA"";183077;97189;17;-;1;-;768853;-;1049137"
"""251630 SUME"";24446;-;-;-;-;-;206121;-;230567"
"""251640 TACIMA"";4158;-;-;-;-;-;46905;-;51063"
"""251650 TAPEROA"";17759;73807;-;-;-;-;43014;-;134580"
"""251660 TAVARES"";4531;1;-;1;-;-;146340;-;150873"
"""251670 TEIXEIRA"";2460;-;-;-;-;-;90875;-;93335"
"""251675 TENORIO"";281;-;-;-;-;-;8988;-;9269"
"""251680 TRIUNFO"";2011;1;-;-;-;-;101443;-;103455"
"""251690 UIRAUNA"";6108;-;-;-;-;-;118020;-;124128"
"""251700 UMBUZEIRO"";17809;5;-;-;-;-;141768;-;159582"
"""251710 VARZEA"";3040;1;-;-;-;-;21655;-;24696"
"""251720 VIEIROPOLIS"";556;-;-;-;-;-;790;-;1346"
"""251740 ZABELE"";2685;-;-;-;-;-;327;-;3012"
"""260005 ABREU E LIMA"";30776;14833;1;-;-;1;867668;-;913279"
"""260010 AFOGADOS DA INGAZEIRA"";280459;2187;1;4;-;-;535823;-;818474"
"""260020 AFRANIO"";13141;-;-;-;-;-;293210;-;306351"
"""260030 AGRESTINA"";75353;7;1;6;1;-;277232;-;352600"
"""260040 AGUA PRETA"";16911;4;-;-;-;-;175699;-;192614"
"""260050 AGUAS BELAS"";22702;12345;1;3;-;-;157710;-;192761"
"""260060 ALAGOINHA"";230;-;-;-;-;-;28637;-;28867"
"""260070 ALIANCA"";40826;31;10;12;4;-;258799;-;299682"
"""260080 ALTINHO"";10432;-;-;-;-;-;201537;-;211969"
"""260090 AMARAJI"";14213;1;-;-;-;-;214304;-;228518"
"""260100 ANGELIM"";2215;-;-;-;-;-;84743;-;86958"
"""260105 ARACOIABA"";45002;13;-;-;-;-;289763;-;334778"
"""260110 ARARIPINA"";70017;258872;50;-;-;14;324007;-;652960"
"""260120 ARCOVERDE"";388975;10862;4;3;-;-;989928;-;1389772"
"""260130 BARRA DE GUABIRABA"";11284;-;1;39;25;-;126181;-;137530"
"""260140 BARREIROS"";34756;59;1;-;-;-;324809;-;359625"
"""260150 BELEM DE MARIA"";6080;8;-;-;-;-;199506;-;205594"
"""260160 BELEM DO SAO FRANCISCO"";9017;3;-;-;-;-;45373;-;54393"
"""260170 BELO JARDIM"";77001;28;1;1;-;-;1033692;-;1110723"
"""260180 BETANIA"";492;-;-;-;-;-;39883;-;40375"
"""260190 BEZERROS"";54685;-;-;-;-;-;654169;-;708854"
"""260200 BODOCO"";152845;2;-;1;-;-;387366;-;540214"
"""260210 BOM CONSELHO"";14364;1;-;-;-;-;752041;-;766406"
"""260220 BOM JARDIM"";44570;5;20;220;30;5;484092;-;528942"
"""260230 BONITO"";11292;27;-;-;-;-;449037;-;460356"
"""260240 BREJAO"";25970;35190;-;-;-;-;111114;-;172274"
"""260250 BREJINHO"";18086;-;-;-;-;-;88265;-;106351"
"""260260 BREJO DA MADRE DE DEUS"";33788;775;-;1;-;-;864441;-;899005"
"""260270 BUENOS AIRES"";4133;-;1;4;5;-;73041;-;77184"
"""260280 BUIQUE"";38372;44602;7;40;32;128;236626;-;319807"
"""260290 CABO DE SANTO AGOSTINHO"";332636;11055;5;36;-;13;3176780;-;3520525"
"""260300 CABROBO"";11480;-;6;139;4;1;181488;-;193118"
"""260310 CACHOEIRINHA"";10621;2;-;15;-;-;232708;-;243346"
"""260320 CAETES"";506;10501;-;-;-;-;117799;-;128806"
"""260330 CALCADO"";1654;855;-;-;-;-;70408;-;72917"
"""260340 CALUMBI"";7902;2;-;5;-;-;45271;-;53180"
"""260345 CAMARAGIBE"";159791;3612;6;3;-;1;1741223;-;1904636"
"""260350 CAMOCIM DE SAO FELIX"";5467;-;-;-;-;-;235258;-;240725"
"""260360 CAMUTANGA"";4990;-;16;-;-;-;75018;-;80024"
"""260370 CANHOTINHO"";15355;-;-;-;-;-;105431;-;120786"
"""260380 CAPOEIRAS"";15924;-;-;-;-;-;244904;-;260828"
"""260390 CARNAIBA"";48094;-;-;-;-;-;324029;-;372123"
"""260392 CARNAUBEIRA DA PENHA"";12237;-;-;4;-;-;64292;-;76533"
"""260400 CARPINA"";365057;1720;47;86;20;7;680407;-;1047344"
"""260410 CARUARU"";651850;37214;81;17;15;21266;6824947;-;7535390"
"""260415 CASINHAS"";1389;19387;7;-;2;36;157765;-;178586"
"""260420 CATENDE"";17092;59;-;-;6;1;398414;-;415572"
"""260430 CEDRO"";16472;-;-;-;-;-;32970;-;49442"
"""260440 CHA DE ALEGRIA"";7850;-;2;10;-;-;78345;-;86207"
"""260450 CHA GRANDE"";32218;1703;2;-;-;-;218650;-;252573"
"""260460 CONDADO"";25008;4;-;-;-;-;132444;-;157456"
"""260470 CORRENTES"";763;-;-;-;-;-;63868;-;64631"
"""260480 CORTES"";13112;48010;69;1;-;-;17268;-;78460"
"""260490 CUMARU"";7457;9;-;16;1;173;80313;-;87969"
"""260500 CUPIRA"";40475;81;-;-;-;-;332069;-;372625"
"""260510 CUSTODIA"";122163;3;-;-;-;-;307272;-;429438"
"""260515 DORMENTES"";57136;1907;4;21;-;-;242739;-;301807"
"""260520 ESCADA"";95340;70652;184;4;6;-;228278;-;394464"
"""260530 EXU"";9008;-;-;-;-;-;128359;-;137367"
"""260540 FEIRA NOVA"";14995;5;4;17;5;1;138731;-;153758"
"""260545 FERNANDO DE NORONHA"";8421;455;-;-;-;-;116976;-;125852"
"""260550 FERREIROS"";7187;1;-;-;-;-;69476;-;76664"
"""260560 FLORES"";28923;66;-;-;-;-;109299;-;138288"
"""260570 FLORESTA"";16464;-;-;-;-;-;140474;-;156938"
"""260580 FREI MIGUELINHO"";7177;-;2;4;1;-;102868;-;110052"
"""260590 GAMELEIRA"";22052;-;-;3;-;-;169812;-;191867"
"""260600 GARANHUNS"";837798;4877;2;5;-;-;2952137;-;3794819"
"""260610 GLORIA DO GOITA"";18296;1;10;36;3;-;191855;-;210201"
"""260620 GOIANA"";104404;6216;2;1;-;-;1264040;-;1374663"
"""260630 GRANITO"";12847;-;-;-;-;-;49789;-;62636"
"""260640 GRAVATA"";62436;-;-;-;-;-;747320;-;809756"
"""260650 IATI"";10794;53;1;-;-;-;170547;-;181395"
"""260660 IBIMIRIM"";15801;70;-;-;-;-;116894;-;132765"
"""260670 IBIRAJUBA"";1445;-;-;-;-;-;42914;-;44359"
"""260680 IGARASSU"";48062;21653;10;1;-;-;2273578;-;2343304"
"""260690 IGUARACY"";44987;-;-;-;-;-;84336;-;129323"
"""260700 INAJA"";18207;929;25;2;-;-;170977;-;190140"
"""260710 INGAZEIRA"";36140;-;-;-;-;-;58877;-;95017"
"""260720 IPOJUCA"";62006;717;-;-;-;-;2989236;-;3051959"
"""260730 IPUBI"";4513;-;-;-;-;-;18709;-;23222"
"""260740 ITACURUBA"";22835;-;-;-;-;-;58005;-;80840"
"""260750 ITAIBA"";3939;-;-;-;-;-;176775;-;180714"
"""260760 ILHA DE ITAMARACA"";14634;389;-;4;-;-;229580;-;244607"
"""260765 ITAMBE"";26801;-;-;-;-;-;250450;-;277251"
"""260770 ITAPETIM"";44698;-;-;-;-;-;138392;-;183090"
"""260775 ITAPISSUMA"";26649;9;2;-;-;-;303510;-;330170"
"""260780 ITAQUITINGA"";10743;-;1;-;-;-;134378;-;145122"
"""260790 JABOATAO DOS GUARARAPES"";736104;14995;56;5;-;-;6264825;-;7015985"
"""260795 JAQUEIRA"";14257;-;-;-;-;-;117017;-;131274"
"""260800 JATAUBA"";17002;-;-;-;-;-;252004;-;269006"
"""260805 JATOBA"";3389;3;-;-;-;-;151426;-;154818"
"""260810 JOAO ALFREDO"";30870;-;14;-;-;-;167723;-;198607"
"""260820 JOAQUIM NABUCO"";239;-;-;-;-;-;24972;-;25211"
"""260825 JUCATI"";11022;-;6;-;-;-;84405;-;95433"
"""260830 JUPI"";1237;-;-;-;-;-;58234;-;59471"
"""260840 JUREMA"";336;-;-;-;-;-;120123;-;120459"
"""260845 LAGOA DO CARRO"";27648;3;3;21;19;9;142833;-;170536"
"""260850 LAGOA DE ITAENGA"";21598;7;15;2;2;-;168655;-;190279"
"""260860 LAGOA DO OURO"";16838;1;-;-;-;-;102762;-;119601"
"""260870 LAGOA DOS GATOS"";5664;-;-;-;-;-;91256;-;96920"
"""260875 LAGOA GRANDE"";2971;2644;5;-;-;-;84007;-;89627"
"""260880 LAJEDO"";6551;-;-;-;-;-;343532;-;350083"
"""260890 LIMOEIRO"";227124;2826;66;388;41;37;1120256;-;1350738"
"""260900 MACAPARANA"";18016;1;5;7;1;-;174646;-;192676"
"""260910 MACHADOS"";7639;1;-;-;-;-;168140;-;175780"
"""260915 MANARI"";21327;6;-;-;-;-;127557;-;148890"
"""260920 MARAIAL"";7692;514;-;93;6;28;85299;-;93632"
"""260930 MIRANDIBA"";37159;3;-;-;-;-;106205;-;143367"
"""260940 MORENO"";17018;510;29;1;7;3;742418;-;759986"
"""260950 NAZARE DA MATA"";29953;2425;5;15;14;8;627380;-;659800"
"""260960 OLINDA"";255278;7607;2;5;-;2;3178342;-;3441236"
"""260970 OROBO"";22554;16;20;209;27;3;169560;-;192389"
"""260980 OROCO"";43472;18;-;-;-;-;59294;-;102784"
"""260990 OURICURI"";79875;782;-;-;-;-;347534;-;428191"
"""261000 PALMARES"";172184;14116;1;-;-;-;910353;-;1096654"
"""261010 PALMEIRINA"";2042;1;-;-;-;-;48749;-;50792"
"""261020 PANELAS"";21043;1462;-;-;-;-;192446;-;214951"
"""261030 PARANATAMA"";12116;-;-;-;-;-;134232;-;146348"
"""261040 PARNAMIRIM"";69831;25;-;-;-;-;125305;-;195161"
"""261050 PASSIRA"";14988;-;1;5;-;-;95176;-;110170"
"""261060 PAUDALHO"";68612;162;-;-;-;-;958147;-;1026921"
"""261070 PAULISTA"";355820;28546;2;6;-;1;2632220;-;3016595"
"""261080 PEDRA"";16496;590;5;1;-;-;125261;-;142353"
"""261090 PESQUEIRA"";104311;1499;6;-;-;-;731698;-;837514"
"""261100 PETROLANDIA"";217270;632;-;2;-;2;442741;-;660647"
"""261110 PETROLINA"";1138936;25061;7810;21570;-;5;3607548;-;4800930"
