"""Munic°pio"";""101-5 ‡rg∆o P£blico do Poder Executivo Federal"";""102-3 ‡rg∆o P£blico do Poder Executivo Estadual ou do Distrito Federal"";""103-1 ‡rg∆o P£blico do Poder Executivo Municipal"";""110-4 Autarquia Federal"";""111-2 Autarquia Estadual ou do Distrito Federal"";""112-0 Autarquia Municipal"";""113-9 Fundaá∆o P£blica de Direito P£blico Federal"";""114-7 Fundaá∆o P£blica de Direito P£blico Estadual ou do Distrito Federal"";""115-5 Fundaá∆o P£blica de Direito P£blico Municipal"";""118-0 ‡rg∆o P£blico Autìnomo Municipal"";""121-0 Cons¢rcio P£blico de Direito P£blico (Associaá∆o P£blica)"";""123-6 Estado ou Distrito Federal"";""124-4 Munic°pio"";""126-0 Fundaá∆o P£blica de Direito Privado Estadual ou do Distrito Federal"";""127-9 Fundaá∆o P£blica de Direito Privado Municipal"";""201-1 Empresa P£blica"";""205-4 Sociedade Anìnima Fechada"";""206-2 Sociedade Empres†ria Limitada"";""208-9 Sociedade Empres†ria em Comandita Simples"";""213-5 Empres†rio (Individual)"";""214-3 Cooperativa"";""224-0 Sociedade Simples Limitada"";""306-9 Fundaá∆o Privada"";""307-7 Serviáo Social Autìnomo"";""313-1 Entidade Sindical"";""399-9 Associaá∆o Privada"";""Total"""
"""316200 SAO GONCALO DO SAPUCAI"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1720;1720"
"""316210 SAO GOTARDO"";-;-;-;-;-;-;-;-;-;-;-;-;2156;-;-;-;-;-;-;-;-;-;-;-;-;-;2156"
"""316220 SAO JOAO BATISTA DO GLORIA"";-;-;-;-;-;-;-;-;-;-;-;-;247;-;-;-;-;-;-;-;-;-;-;-;-;-;247"
"""316240 SAO JOAO DA PONTE"";-;-;-;-;-;-;-;-;2246;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2246"
"""316250 SAO JOAO DEL REI"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9035;9035"
"""316257 SAO JOAO DO MANTENINHA"";-;-;-;-;-;-;-;-;-;-;-;-;167;-;-;-;-;-;-;-;-;-;-;-;-;-;167"
"""316270 SAO JOAO DO PARAISO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1686;-;-;-;1686"
"""316280 SAO JOAO EVANGELISTA"";-;-;-;-;-;-;-;-;2188;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2188"
"""316290 SAO JOAO NEPOMUCENO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1378;1378"
"""316370 SAO LOURENCO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8200;-;-;-;8200"
"""316390 SAO PEDRO DA UNIAO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;105;105"
"""316420 SAO ROMAO"";-;-;-;-;-;-;-;-;-;-;-;-;394;-;-;-;-;-;-;-;-;-;-;-;-;-;394"
"""316430 SAO ROQUE DE MINAS"";-;-;-;-;-;-;-;-;-;-;-;-;58;-;-;-;-;-;-;-;-;-;-;-;-;-;58"
"""316470 SAO SEBASTIAO DO PARAISO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;833;-;-;8468;9301"
"""316500 SAO TIAGO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;577;577"
"""316530 SAO VICENTE DE MINAS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;377;377"
"""316570 SENADOR FIRMINO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;124;124"
"""316680 SERRA DO SALITRE"";-;-;-;-;-;-;-;-;-;-;-;-;1192;-;-;-;-;-;-;-;-;-;-;-;-;-;1192"
"""316690 SERRANIA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;130;130"
"""316710 SERRO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3471;3471"
"""316720 SETE LAGOAS"";-;-;-;-;-;-;-;-;-;-;-;-;10129;-;-;-;-;-;-;-;-;-;-;-;-;11439;21568"
"""316800 TAIOBEIRAS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10048;-;-;-;10048"
"""316840 TARUMIRIM"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3149;3149"
"""316860 TEOFILO OTONI"";-;-;-;-;-;-;-;-;-;-;-;-;4781;-;-;-;-;26;-;-;-;-;-;-;-;17370;22177"
"""316870 TIMOTEO"";-;-;-;-;-;-;-;-;-;-;-;-;3559;-;-;-;-;-;-;-;-;-;-;-;-;-;3559"
"""316890 TIROS"";-;-;-;-;-;-;-;-;-;-;-;-;152;-;-;-;-;-;-;-;-;-;-;-;-;-;152"
"""316920 TOMBOS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;316;316"
"""316930 TRES CORACOES"";-;-;-;-;-;-;-;185;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5500;-;-;-;5685"
"""316935 TRES MARIAS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1782;1782"
"""316940 TRES PONTAS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4901;4901"
"""316960 TUPACIGUARA"";-;-;-;-;-;-;-;-;-;-;-;-;1202;-;-;-;-;-;-;-;-;-;-;-;-;-;1202"
"""316970 TURMALINA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3628;3628"
"""316990 UBA"";-;-;-;-;-;-;-;308;-;-;-;-;71;-;-;-;-;-;-;-;-;-;-;-;-;11379;11758"
"""317010 UBERABA"";-;-;-;13503;-;-;-;-;-;-;-;-;6011;-;-;-;-;-;-;-;-;-;-;-;-;11465;30979"
"""317020 UBERLANDIA"";-;-;-;-;-;-;-;-;-;-;-;-;40133;-;-;22477;4;3143;-;-;-;-;-;-;-;-;65757"
"""317040 UNAI"";-;-;-;-;-;-;-;-;-;-;-;-;5476;-;-;-;-;-;-;-;-;-;-;-;-;-;5476"
"""317043 UNIAO DE MINAS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;224;224"
"""317052 URUCUIA"";-;-;-;-;-;-;-;-;-;-;-;-;804;-;-;-;-;-;-;-;-;-;-;-;-;-;804"
"""317070 VARGINHA"";-;-;-;-;-;-;-;-;7547;-;-;-;-;-;-;-;-;-;-;-;-;-;7289;-;-;-;14836"
"""317080 VARZEA DA PALMA"";-;-;-;-;-;-;-;-;-;-;-;-;1512;-;-;-;-;-;-;-;-;-;-;-;-;-;1512"
"""317090 VARZELANDIA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;619;-;-;-;619"
"""317100 VAZANTE"";-;-;-;-;-;-;-;-;-;-;-;-;1073;-;-;-;-;-;-;-;-;-;-;-;-;-;1073"
"""317120 VESPASIANO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2223;2223"
"""317130 VICOSA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2281;-;-;4424;6705"
"""317160 VIRGEM DA LAPA"";-;-;-;-;-;-;-;-;-;-;-;-;361;-;-;-;-;-;-;-;-;-;-;-;-;-;361"
"""317170 VIRGINIA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;344;344"
"""317180 VIRGINOPOLIS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1149;1149"
"""317200 VISCONDE DO RIO BRANCO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5015;5015"
"""320010 AFONSO CLAUDIO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1618;1618"
"""320020 ALEGRE"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1192;1192"
"""320040 ANCHIETA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;735;735"
"""320050 APIACA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33;33"
"""320060 ARACRUZ"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7277;-;-;-;7277"
"""320070 ATILIO VIVACQUA"";-;-;-;-;-;-;-;-;-;-;-;-;90;-;-;-;-;-;-;-;-;-;-;-;-;-;90"
"""320080 BAIXO GUANDU"";-;1920;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1920"
"""320090 BARRA DE SAO FRANCISCO"";-;6285;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6285"
"""320100 BOA ESPERANCA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;392;392"
"""320120 CACHOEIRO DE ITAPEMIRIM"";-;400;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33153;33553"
"""320130 CARIACICA"";-;2795;-;-;-;-;-;-;-;-;-;-;3646;-;-;-;513;-;-;-;-;-;-;-;-;-;6954"
"""320140 CASTELO"";-;-;-;-;-;-;-;-;-;-;-;-;1286;-;-;-;-;-;-;-;-;-;-;-;-;-;1286"
"""320150 COLATINA"";-;8285;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14876;-;-;3424;26585"
"""320170 CONCEICAO DO CASTELO"";-;-;-;-;-;-;-;-;-;-;-;-;115;-;-;-;-;-;-;-;-;-;-;-;-;-;115"
"""320190 DOMINGOS MARTINS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2031;2031"
"""320210 ECOPORANGA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1255;-;-;-;1255"
"""320230 GUACUI"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4034;4034"
"""320240 GUARAPARI"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4269;4269"
"""320245 IBATIBA"";-;-;-;-;-;-;-;-;-;-;-;-;198;-;-;-;-;-;-;-;-;-;-;-;-;-;198"
"""320280 ITAPEMIRIM"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4603;4603"
"""320290 ITARANA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;292;292"
"""320300 IUNA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1426;1426"
"""320305 JAGUARE"";-;-;-;-;-;-;-;-;-;-;-;-;681;-;-;-;-;-;-;-;-;-;-;-;-;-;681"
"""320310 JERONIMO MONTEIRO"";-;2668;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2668"
"""320313 JOAO NEIVA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;626;626"
"""320316 LARANJA DA TERRA"";-;-;-;-;-;-;-;-;-;-;-;-;273;-;-;-;-;-;-;-;-;-;-;-;-;-;273"
"""320320 LINHARES"";-;-;-;-;-;-;-;-;-;-;-;-;5408;-;-;-;-;-;-;-;-;-;11329;-;-;-;16737"
"""320340 MIMOSO DO SUL"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1099;1099"
"""320350 MONTANHA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;876;876"
"""320360 MUCURICI"";-;-;-;-;-;-;-;-;-;-;-;-;270;-;-;-;-;-;-;-;-;-;-;-;-;-;270"
"""320370 MUNIZ FREIRE"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;354;354"
"""320380 MUQUI"";-;-;-;-;-;-;-;-;-;-;-;-;324;-;-;-;-;-;-;-;-;-;-;-;-;-;324"
"""320390 NOVA VENECIA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2640;2640"
"""320400 PANCAS"";-;-;-;-;-;-;-;-;-;-;-;-;95;-;-;-;-;-;-;-;-;-;-;-;-;-;95"
"""320405 PEDRO CANARIO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1488;1488"
"""320410 PINHEIROS"";-;-;-;-;-;-;-;-;-;-;-;-;552;-;-;-;-;-;-;-;-;-;-;-;-;-;552"
"""320435 RIO BANANAL"";-;-;-;-;-;-;-;-;-;-;-;-;101;-;-;-;-;-;-;-;-;-;-;-;-;-;101"
"""320450 SANTA LEOPOLDINA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1767;1767"
"""320455 SANTA MARIA DE JETIBA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;601;-;-;1960;2561"
"""320460 SANTA TERESA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4625;4625"
"""320470 SAO GABRIEL DA PALHA"";-;-;-;-;-;-;-;-;-;-;-;-;563;-;-;-;-;-;-;-;-;-;-;-;-;-;563"
"""320480 SAO JOSE DO CALCADO"";-;3607;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3607"
"""320490 SAO MATEUS"";-;14151;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3842;17993"
"""320500 SERRA"";-;21735;-;-;-;-;-;-;-;-;-;-;6649;3919;-;-;-;-;-;-;-;-;-;-;-;-;32303"
"""320503 VARGEM ALTA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;549;549"
"""320506 VENDA NOVA DO IMIGRANTE"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3830;3830"
"""320520 VILA VELHA"";-;16850;-;-;-;-;-;-;-;-;-;-;1247;6368;-;-;-;-;-;-;-;-;-;-;-;14240;38705"
"""320530 VITORIA"";-;23074;-;-;-;-;-;-;-;-;-;-;-;-;-;12312;-;-;-;-;-;-;-;-;-;29943;65329"
"""330010 ANGRA DOS REIS"";-;-;782;-;-;-;-;-;6734;-;-;-;2471;-;-;-;-;-;-;-;-;-;1283;-;-;-;11270"
"""330015 APERIBE"";-;-;-;-;-;-;-;-;-;-;-;-;1368;-;-;-;-;-;-;-;-;-;-;-;-;-;1368"
"""330020 ARARUAMA"";-;3403;2289;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5692"
"""330022 AREAL"";-;-;-;-;-;-;-;-;-;-;-;-;293;-;-;-;-;-;-;-;-;-;-;-;-;-;293"
"""330023 ARMACAO DOS BUZIOS"";-;-;3635;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3635"
"""330025 ARRAIAL DO CABO"";-;-;2844;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2844"
"""330030 BARRA DO PIRAI"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5070;5070"
"""330040 BARRA MANSA"";-;-;2150;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;-;26;-;-;-;14753;16969"
"""330045 BELFORD ROXO"";-;-;-;-;-;-;-;-;-;-;-;-;10509;-;-;-;-;944;-;-;-;-;-;-;-;-;11453"
"""330050 BOM JARDIM"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1679;1679"
"""330060 BOM JESUS DO ITABAPOANA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6096;6096"
"""330070 CABO FRIO"";-;-;9173;-;-;-;-;529;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2743;12445"
"""330080 CACHOEIRAS DE MACACU"";-;-;3520;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3520"
"""330090 CAMBUCI"";-;-;-;-;-;-;-;-;-;-;-;-;1979;-;-;-;-;-;-;-;-;-;-;-;-;-;1979"
"""330100 CAMPOS DOS GOYTACAZES"";-;-;-;-;-;-;-;-;17208;-;-;-;-;-;-;-;-;2008;-;-;-;-;3940;-;-;19930;43086"
"""330110 CANTAGALO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2159;2159"
"""330120 CARMO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1158;1158"
"""330130 CASIMIRO DE ABREU"";-;-;-;-;-;-;-;-;-;-;-;-;3040;-;-;-;-;-;-;-;-;-;-;-;-;-;3040"
"""330140 CONCEICAO DE MACABU"";-;-;-;-;-;-;-;-;-;-;-;-;319;-;-;-;-;-;-;-;-;-;-;-;-;-;319"
"""330150 CORDEIRO"";-;-;-;-;-;-;-;-;-;-;-;-;1211;-;-;-;-;-;-;-;-;-;-;-;-;-;1211"
"""330160 DUAS BARRAS"";-;-;-;-;-;-;-;-;-;-;-;-;418;-;-;-;-;-;-;-;-;-;-;-;-;-;418"
"""330170 DUQUE DE CAXIAS"";-;-;1086;-;-;-;-;-;-;-;-;-;51400;-;-;-;-;477;-;-;-;-;-;-;-;-;52963"
"""330180 ENGENHEIRO PAULO DE FRONTIN"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;482;482"
"""330185 GUAPIMIRIM"";-;-;-;-;-;-;-;-;-;-;-;-;2880;-;-;-;-;-;-;-;-;-;-;-;-;-;2880"
"""330190 ITABORAI"";-;2800;-;-;-;-;-;-;-;-;-;-;5533;-;-;-;-;-;-;-;-;-;-;-;-;-;8333"
"""330200 ITAGUAI"";-;-;-;-;-;-;-;-;-;-;-;-;5291;-;-;-;-;-;-;-;-;-;-;-;-;-;5291"
"""330210 ITAOCARA"";-;-;-;-;-;-;-;-;-;-;-;-;1279;-;-;-;-;-;-;-;-;-;-;-;-;-;1279"
"""330220 ITAPERUNA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12868;12868"
"""330225 ITATIAIA"";-;-;-;-;-;-;-;-;-;-;-;-;1747;-;-;-;-;-;-;-;-;-;-;-;-;-;1747"
"""330227 JAPERI"";-;-;-;-;-;-;-;-;-;-;-;-;1039;-;-;-;-;-;-;-;-;-;-;-;-;-;1039"
"""330230 LAJE DO MURIAE"";-;-;-;-;-;-;-;-;-;-;-;-;255;-;-;-;-;-;-;-;-;-;-;-;-;-;255"
"""330240 MACAE"";-;-;-;-;-;-;-;-;-;-;-;-;12574;-;-;-;-;-;-;-;-;-;-;-;-;3471;16045"
"""330250 MAGE"";-;-;-;-;-;-;-;-;-;-;-;-;6137;-;-;-;-;159;-;-;-;-;-;-;-;-;6296"
"""330260 MANGARATIBA"";-;-;-;-;-;-;-;-;-;-;-;-;2520;-;-;-;-;-;-;-;-;-;-;-;-;-;2520"
"""330270 MARICA"";-;-;7000;-;-;7163;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14163"
"""330280 MENDES"";-;-;-;-;-;-;-;-;-;-;-;-;557;-;-;-;-;-;-;-;-;-;-;-;-;-;557"
"""330285 MESQUITA"";-;-;-;-;-;-;-;-;-;-;-;-;-;8701;-;-;-;-;-;-;-;-;-;-;-;-;8701"
"""330290 MIGUEL PEREIRA"";-;-;-;-;-;-;-;-;-;-;-;-;3284;-;-;-;-;-;-;-;-;-;-;-;-;-;3284"
"""330300 MIRACEMA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1548;1548"
"""330310 NATIVIDADE"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;877;877"
"""330320 NILOPOLIS"";-;4496;-;-;-;-;-;-;-;-;-;-;613;-;-;-;-;-;-;-;-;-;-;-;-;-;5109"
"""330330 NITEROI"";-;10983;-;-;-;-;-;-;10523;-;-;-;-;-;-;10016;-;15;-;-;-;-;-;-;-;306;31843"
"""330340 NOVA FRIBURGO"";-;-;-;-;-;-;-;-;-;-;-;-;9174;-;-;-;886;-;-;-;-;-;-;-;-;-;10060"
"""330350 NOVA IGUACU"";-;5254;-;-;-;-;-;-;-;-;-;-;28769;-;-;-;-;166;-;-;-;-;-;-;-;-;34189"
"""330360 PARACAMBI"";-;-;-;-;-;-;-;-;-;-;-;-;1568;-;-;-;-;-;-;-;-;-;-;-;-;-;1568"
"""330370 PARAIBA DO SUL"";-;2284;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2438;4722"
"""330380 PARATY"";-;-;-;-;-;-;-;-;-;-;-;-;2909;-;-;-;-;-;-;-;-;-;-;-;-;-;2909"
"""330390 PETROPOLIS"";-;-;-;-;-;-;-;-;-;-;-;-;13849;-;-;-;-;3013;-;-;-;-;-;-;-;3850;20712"
"""330395 PINHEIRAL"";-;-;-;-;-;-;-;-;-;-;-;-;830;-;-;-;-;-;-;-;-;-;-;-;-;-;830"
"""330400 PIRAI"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2052;2052"
"""330411 PORTO REAL"";-;-;-;-;-;-;-;-;-;-;-;-;751;-;-;-;-;-;-;-;-;-;-;-;-;-;751"
"""330412 QUATIS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;631;631"
"""330414 QUEIMADOS"";-;-;-;-;-;-;-;-;-;-;-;-;1390;-;-;-;-;4405;-;-;-;-;-;-;-;-;5795"
"""330415 QUISSAMA"";-;-;2167;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2167"
"""330420 RESENDE"";-;-;-;-;-;-;-;-;-;-;-;-;4126;-;-;-;-;-;-;-;-;-;-;-;-;6574;10700"
"""330430 RIO BONITO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4705;4705"
"""330440 RIO CLARO"";-;-;-;-;-;-;-;-;-;-;-;-;729;-;-;-;-;-;-;-;-;-;-;-;-;-;729"
"""330450 RIO DAS FLORES"";-;-;-;-;-;-;-;-;-;-;-;-;481;-;-;-;-;-;-;-;-;-;-;-;-;-;481"
"""330452 RIO DAS OSTRAS"";-;-;-;-;-;-;-;-;-;-;-;-;6793;-;-;-;-;-;-;-;-;-;-;-;-;-;6793"
"""330455 RIO DE JANEIRO"";58348;34356;186703;13871;-;-;11828;21682;-;-;-;-;-;4610;-;-;-;344;-;-;-;-;1501;-;-;5444;338687"
"""330460 SANTA MARIA MADALENA"";-;-;-;-;-;-;-;-;-;-;-;-;712;-;-;-;-;-;-;-;-;-;-;-;-;-;712"
"""330470 SANTO ANTONIO DE PADUA"";-;-;-;-;-;-;-;-;4549;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4549"
"""330475 SAO FRANCISCO DE ITABAPOANA"";-;-;-;-;-;-;-;-;-;-;-;-;964;-;-;-;-;-;-;-;-;-;-;-;-;-;964"
"""330480 SAO FIDELIS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2648;2648"
"""330490 SAO GONCALO"";-;13694;-;-;-;-;-;-;-;-;-;-;21589;-;-;-;-;843;-;-;-;-;-;-;-;-;36126"
"""330500 SAO JOAO DA BARRA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2762;2762"
"""330510 SAO JOAO DE MERITI"";-;7613;-;-;-;-;-;-;-;-;-;-;792;-;-;-;-;-;-;-;-;-;-;-;-;-;8405"
"""330515 SAO JOSE DO VALE DO RIO PRETO"";-;-;736;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;736"
"""330520 SAO PEDRO DA ALDEIA"";-;-;891;-;-;-;-;-;-;-;-;-;-;-;-;-;-;106;-;-;-;-;-;-;-;1482;2479"
"""330530 SAO SEBASTIAO DO ALTO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;792;792"
"""330540 SAPUCAIA"";-;-;-;-;-;-;-;-;-;-;-;-;165;-;-;-;-;-;-;-;-;-;-;-;-;-;165"
"""330550 SAQUAREMA"";-;2528;-;-;-;-;-;-;-;-;-;-;5228;-;-;-;-;-;-;-;-;-;-;-;-;-;7756"
"""330555 SEROPEDICA"";-;-;-;-;-;-;-;-;-;-;-;-;1214;-;-;-;-;-;-;-;-;-;-;-;-;-;1214"
"""330560 SILVA JARDIM"";-;-;-;-;-;-;-;-;-;-;-;-;441;-;-;-;-;-;-;-;-;-;-;-;-;-;441"
"""330570 SUMIDOURO"";-;-;-;-;-;-;-;-;-;-;-;-;343;-;-;-;-;-;-;-;-;-;-;-;-;-;343"
"""330575 TANGUA"";-;-;-;-;-;-;-;-;-;-;-;-;566;-;-;-;-;-;-;-;-;-;-;-;-;-;566"
"""330580 TERESOPOLIS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6532;-;-;4876;11408"
"""330590 TRAJANO DE MORAES"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;597;597"
"""330600 TRES RIOS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5351;5351"
"""330610 VALENCA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7634;-;-;1561;9195"
"""330615 VARRE-SAI"";-;-;-;-;-;-;-;-;-;-;-;-;254;-;-;-;-;-;-;-;-;-;-;-;-;-;254"
"""330620 VASSOURAS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6410;-;-;-;6410"
"""330630 VOLTA REDONDA"";-;6272;8379;-;-;11827;-;-;-;-;-;-;-;-;-;-;-;1113;-;-;-;-;-;-;-;1210;28801"
"""350010 ADAMANTINA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5176;5176"
"""350030 AGUAI"";-;-;-;-;-;-;-;-;-;-;-;-;447;-;-;-;-;-;-;-;-;-;-;-;-;-;447"
"""350050 AGUAS DE LINDOIA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1422;1422"
"""350070 AGUDOS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1231;1231"
