"""Munic¡pio"";""2008/Jan"";""2008/Fev"";""2008/Mar"";""2008/Abr"";""2008/Mai"";""2008/Jun"";""2008/Jul"";""2008/Ago"";""2008/Set"";""2008/Out"";""2008/Nov"";""2008/Dez"";""2009/Jan"";""2009/Fev"";""2009/Mar"";""2009/Abr"";""2009/Mai"";""2009/Jun"";""2009/Jul"";""2009/Ago"";""2009/Set"";""2009/Out"";""2009/Nov"";""2009/Dez"";""2010/Jan"";""2010/Mar"";""2010/Abr"";""2010/Mai"";""2010/Jun"";""2010/Jul"";""2010/Ago"";""2010/Set"";""2010/Out"";""2010/Nov"";""2010/Dez"";""2011/Jan"";""2011/Fev"";""2011/Mar"";""2011/Abr"";""2011/Mai"";""2011/Jun"";""2011/Jul"";""2011/Ago"";""2011/Set"";""2011/Out"";""2011/Nov"";""2011/Dez"";""2012/Jan"";""2012/Fev"";""2012/Mar"";""2012/Abr"";""2012/Mai"";""2012/Jun"";""2012/Jul"";""2012/Ago"";""2012/Set"";""2012/Out"";""2012/Nov"";""2012/Dez"";""2013/Jan"";""2013/Fev"";""2013/Mar"";""2013/Abr"";""2013/Mai"";""2013/Jun"";""2013/Jul"";""2013/Ago"";""2013/Set"";""2013/Out"";""2013/Nov"";""2013/Dez"";""2014/Jan"";""2014/Fev"";""2014/Mar"";""2014/Abr"";""2014/Mai"";""2014/Jun"";""2014/Jul"";""2014/Ago"";""2014/Set"";""2014/Out"";""2014/Nov"";""2014/Dez"";""2015/Jan"";""2015/Fev"";""2015/Mar"";""2015/Abr"";""2015/Mai"";""2015/Jun"";""2015/Jul"";""2015/Ago"";""2015/Set"";""2015/Out"";""2015/Nov"";""2015/Dez"";""2016/Jan"";""2016/Fev"";""2016/Mar"";""2016/Abr"";""2016/Mai"";""2016/Jun"";""2016/Jul"";""2016/Ago"";""2016/Set"";""2016/Out"";""2016/Nov"";""2016/Dez"";""2017/Jan"";""2017/Fev"";""2017/Mar"";""2017/Abr"";""2017/Mai"";""2017/Jun"";""2017/Jul"";""2017/Ago"";""2017/Set"";""2017/Out"";""2017/Nov"";""2017/Dez"";""2018/Jan"";""2018/Fev"";""2018/Mar"";""2018/Abr"";""2018/Mai"";""2018/Jun"";""2018/Jul"";""2018/Ago"";""2018/Set"";""2018/Out"";""2018/Nov"";""2018/Dez"";""2019/Jan"";""2019/Fev"";""2019/Mar"";""2019/Abr"";""2019/Mai"";""2019/Jun"";""2019/Jul"";""2019/Ago"";""2019/Set"";""2019/Out"";""2019/Nov"";""2019/Dez"";""2020/Jan"";""2020/Fev"";""2020/Mar"";""2020/Abr"";""2020/Mai"";""2020/Jun"";""2020/Jul"";""2020/Ago"";""2020/Set"";""2020/Out"";""2020/Nov"";""2020/Dez"";""2021/Jan"";""2021/Fev"";""2021/Mar"";""2021/Abr"";""2021/Mai"";""2021/Jun"";""2021/Jul"";""2021/Ago"";""2021/Set"";""2021/Out"";""2021/Nov"";""2021/Dez"";""2022/Jan"";""2022/Fev"";""2022/Mar"";""2022/Abr"";""2022/Mai"";""2022/Jun"";""2022/Jul"";""2022/Ago"";""2022/Set"";""2022/Out"";""2022/Nov"";""2022/Dez"";""2023/Jan"";""2023/Fev"";""2023/Mar"";""2023/Abr"";""2023/Mai"";""2023/Jun"";""2023/Jul"";""2023/Ago"";""2023/Set"";""2023/Out"";""2023/Nov"";""2023/Dez"";""2024/Jan"";""2024/Fev"";""2024/Mar"";""2024/Abr"";""2024/Mai"";""2024/Jun"";""2024/Jul"";""2024/Ago"";""2024/Set"";""2024/Out"";""2024/Nov"";""2024/Dez"";""2025/Jan"";""2025/Fev"";""2025/Mar"";""2025/Abr"";""2025/Mai"";""2025/Jun"";""2025/Jul"";""2025/Ago"";""2025/Set"";""2025/Out"";""2025/Nov"";""2025/Dez"";""2026/Jan"";""Total"""
"""230580 IPU"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9967,61;13929,19;89566,64;90126,89;63939,83;92694,07;88735,63;130418,70;101190,51;117155,86;124902,62;117505,97;103056,57;112809,39;68760,55;87154,04;103362,02;117615,53;126500,62;119831,13;110982,89;105196,99;114362,88;112963,62;106232,08;142023,48;110806,97;158809,18;108520,96;140642,09;176078,43;194168,98;188176,33;127149,23;178824,70;158378,26;83259,77;61597,50;36814,36;46175,18;73880,83;81679,58;96796,17;116530,85;104007,41;110500,39;116822,25;114908,68;102822,75;116741,49;79903,57;41036,79;5496018,01"
"""230590 IPUEIRAS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2212,46;52609,58;33568,48;44473,04;43143,72;44617,09;37555,23;43506,22;59346,36;48188,49;53328,65;38145,02;26359,62;29698,21;38154,31;44081,13;24824,05;36943,75;32050,86;31559,95;20548,65;31629,50;30648,05;38149,95;31886,40;16063,58;38200,79;46681,55;58556,00;58029,39;62063,15;46817,42;47808,22;61036,66;56098,11;50852,56;27423,67;15719,60;35696,00;42832,22;49866,56;57523,94;54182,56;65644,82;58770,01;67884,88;63646,57;56452,81;43414,65;8997,47;2107491,96"
"""230600 IRACEMA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3010,74;15031,22;13112,05;12131,99;11966,56;16562,81;12719,03;19071,38;16221,33;17508,38;16221,33;17984,66;10143,70;13419,73;11037,18;25394,31;20578,44;36220,12;17093,49;14074,48;16492,64;16402,46;22019,87;18619,09;12645,53;12721,99;17795,69;23815,94;26255,15;20234,16;22700,90;21059,51;18688,13;18107,51;16265,90;13999,56;15527,06;15007,25;9964,50;18122,90;20762,40;24637,45;28286,72;23409,98;21372,68;18403,09;19540,73;15281,77;16046,20;9646,25;873335,94"
"""230610 IRAUCUBA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;915,48;27830,80;9985,86;16731,22;12989,05;19945,57;13228,09;14471,79;8061,39;8159,77;14884,49;13148,94;11725,71;12198,30;11798,51;13016,18;22744,01;16638,35;15888,13;11472,15;13308,18;12818,81;11052,79;8409,74;9981,76;19503,99;16086,17;25493,64;23600,66;23412,00;24477,98;21497,99;32882,15;39723,36;34708,03;16610,64;11574,60;8143,91;9773,42;14839,66;18137,09;26818,65;21197,70;19762,26;19578,76;21216,98;39857,52;35235,83;32950,49;25318,47;913807,02"
"""230620 ITAICABA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1471,96;1614,08;1415,92;626,64;1253,28;44,22;204,50;314,60;801,10;2695,84;182,57;2078,77;1014,46;507,74;1164,84;904,55;1164,72;1041,88;1295,09;132,66;716,79;-;-;741,86;602,16;44,22;132,66;265,32;602,16;176,88;221,10;176,88;803,52;44,22;1150,00;-;626,64;176,88;132,66;1776,04;887,82;-;-;-;706,77;356,47;1331,12;-;575,69;32177,28"
"""230625 ITAITINGA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3399,76;29543,52;15636,94;9403,99;21697,84;20184,73;17839,70;16462,97;17831,46;11906,08;11735,81;15046,74;10739,39;12896,71;14848,14;20136,95;18430,67;18657,29;13759,71;24630,90;20619,22;27545,43;22631,24;20341,30;21464,77;22667,55;13935,30;23785,65;32062,79;31817,41;26988,93;23851,17;18431,43;24931,65;22253,58;22428,69;25843,14;29105,22;23150,47;25987,61;32134,95;30803,86;27666,40;34739,33;31137,13;28471,27;22953,05;26036,78;22099,15;20344,98;1081018,75"
"""230630 ITAPAJE"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;481,08;3226,20;16199,05;39726,46;35178,93;27894,66;42885,57;33810,55;24422,01;23683,85;14540,28;16618,41;18140,74;24676,85;21528,92;19403,99;31786,14;25395,53;19698,71;29412,07;24663,72;28081,31;17117,55;22683,18;26964,99;39809,09;33393,90;40414,98;42037,57;55634,70;58041,07;70100,20;69806,15;62466,96;62417,00;64724,58;55160,37;32021,93;18165,56;45366,56;47505,03;64278,42;72662,78;62946,59;54720,65;64731,96;55807,91;75757,63;66149,70;60799,67;60734,20;46449,08;2070324,99"
"""230640 ITAPIPOCA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;861364,52;2294345,69;1262730,68;1117843,39;1044752,97;1202963,69;1144763,39;982063,49;1214732,00;996331,21;869407,63;933087,66;836548,63;1015940,46;878739,77;1111734,37;922224,71;987462,55;1050158,19;871224,90;930382,43;954816,29;895411,95;902221,36;853330,76;877155,03;873264,14;1029863,50;1077106,17;1139326,96;1011673,96;996001,80;991334,85;996950,07;1021767,40;919094,81;944580,09;910588,11;960476,39;1087963,81;1057619,97;992473,09;1043041,03;1175617,26;1339876,66;1380206,11;1295836,94;1138493,01;1074971,29;816148,30;52286013,44"
"""230650 ITAPIUNA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;772,15;7456,44;4059,95;2423,93;5965,56;7795,40;5543,59;5549,97;3618,55;4020,48;3831,85;3730,08;2607,36;1922,26;4732,25;6448,78;10047,74;6368,73;2379,64;1367,38;4563,97;4647,60;2014,82;4951,60;1730,49;4366,52;4183,55;1172,84;5947,04;4031,80;3784,87;3107,58;5370,00;6702,33;4858,69;2502,36;2662,72;5134,26;4475,07;3093,84;5623,70;10449,97;5368,27;7264,75;8375,70;7139,17;6879,04;6299,34;5906,70;-;233250,68"
"""230655 ITAREMA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;341,62;340,90;10061,94;57245,41;30448,26;22580,54;28711,91;37910,25;46502,81;56265,70;64263,66;55867,05;57220,77;53165,51;27519,77;49398,26;47267,81;66440,14;68647,68;73637,13;73878,29;76189,22;75397,69;72202,25;67466,28;64004,85;52782,69;40474,70;50320,24;70465,26;67505,54;79141,20;71846,87;63884,35;101940,50;78978,55;36947,70;68278,60;32684,69;25141,72;47533,38;56220,72;57170,94;62410,79;94481,81;105477,48;64183,17;66028,66;62676,60;86302,26;82086,79;23173,90;2931114,81"
"""230670 JAGUARETAMA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1398,63;32449,64;12532,58;14521,20;17381,48;16678,08;15322,65;22200,30;19788,44;20772,14;14573,77;20297,44;21339,26;23363,83;16865,77;25052,28;29042,43;33530,40;27185,13;30014,66;25790,33;45106,66;41962,08;25514,33;56979,92;43225,57;39827,49;25128,40;64308,00;72288,68;41354,16;59253,80;59089,10;80021,37;79305,15;46870,52;37084,93;23988,39;20139,47;98068,36;40042,27;31927,56;30937,80;65164,65;69259,09;69834,36;62220,51;43853,24;61429,46;-;1874285,76"
"""230680 JAGUARIBARA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;614,42;7354,57;7863,30;8488,38;10932,50;14197,92;12142,83;10851,82;9699,79;10935,77;13523,47;14145,83;12648,61;11742,50;8237,70;9446,40;11827,37;18180,65;14546,85;9073,24;17046,32;20204,06;18718,83;18639,22;17242,73;25942,04;21931,00;26273,31;53852,89;26727,40;40019,80;41238,24;66317,78;47132,78;40836,78;28288,03;20999,99;62058,33;5538,44;41395,19;39359,67;14922,31;27865,25;36027,03;35465,28;34565,06;32081,73;52370,95;14311,45;36753,49;1180579,30"
"""230690 JAGUARIBE"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;80,38;-;1544,43;34026,58;27822,02;50912,77;41930,66;68343,20;50979,15;46486,34;58997,89;57242,49;46514,29;40553,86;54764,08;37185,07;40411,17;59914,54;63570,46;73761,61;75348,04;64333,01;65178,31;52793,49;51618,88;44296,20;56920,34;44044,67;68254,35;54093,27;78896,91;66442,53;70529,04;71638,70;86561,52;78729,13;64918,05;52077,95;47595,96;59949,21;31214,00;47142,76;40835,26;53809,09;40212,02;52672,04;69781,64;78871,43;95836,11;79098,28;43008,69;66022,84;2807764,71"
"""230700 JAGUARUANA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26296,05;13482,16;8440,24;19533,10;18326,57;18355,83;15030,67;13830,91;11468,38;10868,20;12262,75;8744,96;16019,24;11240,87;17971,99;21346,32;15889,28;19115,45;15311,32;19618,57;12885,40;14448,24;14869,53;11841,10;15402,50;11414,94;18117,82;17376,33;18271,42;18574,10;13216,66;16099,25;13345,95;13478,60;14688,38;12339,68;13695,69;18597,74;13550,78;25220,13;17095,49;19531,09;10099,86;12376,78;17742,89;15150,04;12001,49;5947,87;-;730532,61"
"""230710 JARDIM"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8052,61;20322,34;30594,27;17603,06;18060,22;17428,94;27345,50;32127,60;17961,42;26127,28;22751,70;14529,79;12631,19;21049,40;14103,61;14809,70;15775,75;22743,65;26315,72;17095,94;19923,93;17053,72;16511,47;17716,72;13462,62;16115,00;16689,84;20277,08;23809,67;24176,35;32355,72;24582,82;24021,84;21006,78;22314,60;23321,85;20732,34;27976,12;21148,07;20349,82;27910,45;33781,78;35807,32;28146,46;26546,13;28883,91;29889,20;32510,73;26450,96;19479,28;12255,44;1122637,71"
"""230720 JATI"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8194,81;8446,92;8331,12;7020,40;5789,84;5789,84;4080,40;3037,99;2213,41;4353,06;4656,07;3973,06;2649,05;3094,51;1268,70;1933,27;3841,39;2169,56;3876,87;1739,75;1619,82;1389,40;3119,96;1184,44;2786,62;2132,33;4639,63;6809,94;10946,43;6527,75;4162,12;2871,40;3855,89;1188,11;3381,36;4789,43;7115,91;2142,61;3826,15;9099,52;13953,37;3832,89;6335,16;3476,82;3336,37;3561,10;3608,25;4819,98;1640,77;214613,55"
"""230725 JIJOCA DE JERICOACOARA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2742,66;7750,13;13677,57;20512,23;20541,19;13114,83;10966,54;15909,54;18567,79;13156,42;20914,58;22736,75;26009,29;19869,48;24665,32;28373,25;9959,85;23370,07;29286,89;37610,82;30212,30;26293,44;27647,21;26575,88;30681,36;29587,59;28900,88;35260,53;22806,23;31726,08;33535,38;29171,92;24566,49;30645,92;28350,94;28391,97;21472,84;13032,58;7155,89;2879,25;5798,99;16039,86;15812,17;24854,93;24951,50;39283,16;16731,78;13748,17;18054,29;17864,22;18253,04;12394,41;1112416,40"
"""230730 JUAZEIRO DO NORTE"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16299,34;106305,14;593993,71;1873725,00;1989881,03;2223822,10;2023218,21;2261782,43;2128634,78;1971817,53;2074862,33;2050085,52;2419150,96;2352416,03;2537050,05;2099668,54;2164483,64;2103110,48;2101521,91;2346789,33;2570481,53;2418897,32;2190770,85;2352346,04;2213669,65;2238567,45;1871063,09;2212991,68;2274776,95;2334173,11;2001185,18;2296536,25;2254416,22;2384035,20;2469222,35;2140259,07;2184441,17;1993130,39;2047557,72;1901981,73;1972774,35;2265228,96;2015459,30;2617400,61;2436372,98;2426163,24;2484053,65;2571785,47;2755156,08;2601524,24;2702640,38;1854110,52;628313,03;347077,62;111467181,44"
"""230740 JUCAS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;582,42;37568,59;27628,94;24269,10;31428,65;64330,73;53601,43;24062,39;37312,34;36505,39;38327,65;35771,66;31068,44;23881,89;35545,45;44923,78;33313,89;22611,96;35032,65;44294,99;32646,47;35946,35;42776,91;42722,97;31348,66;34554,80;43570,30;45778,31;48068,38;54004,68;44834,79;38320,55;46363,45;29129,36;24302,94;24460,79;21309,37;22456,54;23656,51;27872,99;35899,86;42426,87;30986,70;35767,04;31755,66;25921,44;30022,25;28286,12;22928,52;24095,11;1704277,03"
